1.000000e+04,1.000000e+04,1.000000e+04,1.000000e+04,1.000000e+04,1.000000e+04,1.000000e+04,1.000000e+04,1.000000e+04,1.000000e+04
1.668100e+04,1.668100e+04,1.668100e+04,1.668100e+04,1.668100e+04,1.668100e+04,1.668100e+04,1.668100e+04,1.668100e+04,1.668100e+04
2.782500e+04,2.782500e+04,2.782500e+04,2.782500e+04,2.782500e+04,2.782500e+04,2.782500e+04,2.782500e+04,2.782500e+04,2.782500e+04
4.641500e+04,4.641500e+04,4.641500e+04,4.641500e+04,4.641500e+04,4.641500e+04,4.641500e+04,4.641500e+04,4.641500e+04,4.641500e+04
7.742600e+04,7.742600e+04,7.742600e+04,7.742600e+04,7.742600e+04,7.742600e+04,7.742600e+04,7.742600e+04,7.742600e+04,7.742600e+04
1.291540e+05,1.291540e+05,1.291540e+05,1.291540e+05,1.291540e+05,1.291540e+05,1.291540e+05,1.291540e+05,1.291540e+05,1.291540e+05
2.154430e+05,2.154430e+05,2.154430e+05,2.154430e+05,2.154430e+05,2.154430e+05,2.154430e+05,2.154430e+05,2.154430e+05,2.154430e+05
3.593810e+05,3.593810e+05,3.593810e+05,3.593810e+05,3.593810e+05,3.593810e+05,3.593810e+05,3.593810e+05,3.593810e+05,3.593810e+05
5.994840e+05,5.994840e+05,5.994840e+05,5.994840e+05,5.994840e+05,5.994840e+05,5.994840e+05,5.994840e+05,5.994840e+05,5.994840e+05
1.000000e+06,1.000000e+06,1.000000e+06,1.000000e+06,1.000000e+06,1.000000e+06,1.000000e+06,1.000000e+06,1.000000e+06,1.000000e+06
